,NOC,Year,Medal
26444,FRA,1996,Silver
26445,FRA,2000,
26446,SUI,1984,
26447,SUI,1984,
26448,SUI,1988,
26449,SUI,1988,
26450,RUS,1912,
26451,RUS,1912,
26452,BEL,1968,
26453,NED,1920,Bronze
26454,BEL,1936,
26455,CAF,2008,
26456,CAF,2012,
26457,FRA,2012,
26458,FRA,2016,
26459,GER,1932,
26460,SUI,1928,
26461,SUI,1964,
26462,SUI,1920,
26463,SUI,1924,Bronze
26464,SUI,1928,
26465,CAN,2000,Bronze
26466,CAN,2004,
26467,ITA,1960,Silver
26468,SUI,1924,
26469,SUI,1924,
26470,ITA,1976,
26471,ITA,1976,
26472,ITA,1924,
26473,ITA,2004,
26474,ITA,2004,
26475,ITA,2008,
26476,ARG,1928,Silver
26477,USA,1948,
26478,ARG,1996,Silver
26479,FRA,1972,
26480,NGR,1992,
26481,BEL,2000,
26482,BEL,2000,
26483,CAN,1952,
26484,CAN,1956,
26485,SUI,1948,
26486,SUI,1952,
26487,USA,1976,
26488,FRA,1996,
26489,FRA,1996,
26490,FRA,2016,
26491,FRA,2016,Gold
26492,GEO,2016,
26493,MEX,1976,
26494,MEX,1976,
26495,USA,1996,
26496,GBR,1948,
26497,GBR,1908,
26498,CAN,1996,
26499,CAN,2000,
26500,USA,1960,Gold
26501,USA,1964,Silver
26502,USA,1968,Bronze
26503,SWE,1912,
26504,SWE,1912,Silver
26505,SWE,1912,
26506,SWE,1912,
26507,SWE,1972,
26508,SWE,1908,
26509,SWE,1908,Bronze
26510,SWE,1912,
26511,SWE,1912,
26512,SWE,1912,
26513,SWE,1912,
26514,ITA,2004,Gold
26515,ITA,2008,
26516,USA,1984,Gold
26517,NZL,1964,
26518,CAN,2000,
26519,CAN,2004,
26520,GBR,2016,
26521,HUN,2004,Silver
26522,GRE,1928,
26523,GRE,1928,
26524,GRE,1928,
26525,GRE,1936,
26526,GRE,1936,
26527,GRE,1936,
26528,GRE,1936,
26529,GRE,1906,
26530,GRE,1906,
26531,NED,1960,
26532,NED,1960,
26535,BRA,1960,
26536,BRA,1960,
26537,ESP,2008,
26538,ESP,2008,
26539,ESP,2008,
26540,ESP,2008,
26541,ESP,2008,
26542,ESP,2008,
26543,ESP,2012,
26544,ESP,2012,
26545,ESP,2012,
26546,ESP,2012,
26547,MEX,1956,
26548,MEX,1956,
26549,MEX,1960,Bronze
26550,MEX,1968,
26551,ESP,2000,
26552,ESP,2000,
26553,ESP,2000,
26554,COL,2016,
26555,COL,2000,
26556,COL,2004,
26557,COL,2004,
26558,COL,2008,
26559,COL,2008,
26560,RSA,2004,
26561,RSA,2004,
26562,RSA,1996,
26563,AZE,2008,
26564,URS,1956,Silver
26565,URS,1956,Gold
26566,BUL,1976,
26567,BUL,1980,
26570,BUL,1988,
26571,ROU,1952,
26572,ROU,1952,
26573,ROU,1952,
26574,ROU,1952,
26575,ROU,1952,
26576,ROU,1952,
26577,ROU,1952,
26578,ROU,1952,
26579,ROU,2004,
26580,AUS,1984,
26581,NED,1936,
26582,NED,1948,
26583,ROU,1956,
26584,NED,1992,
26585,NED,1992,
26586,RSA,1992,
26587,RSA,1996,
26588,RSA,2000,
26589,RSA,1992,
26590,RSA,1992,
26591,RSA,1996,
26592,RSA,1960,
26594,RSA,2000,
26595,RSA,2000,
26596,RSA,1936,
26597,RSA,1936,
26598,GBR,1952,
26599,GBR,1952,
26600,GBR,1948,
26601,GBR,1948,
26602,GBR,1952,
26603,GDR,1976,
26604,GDR,1976,
26605,GDR,1968,Gold
26606,SWE,1912,
26607,SWE,1912,
26608,RSA,1992,
26609,BEL,1948,
26610,ESP,2012,
26611,ROU,1976,
26612,ROU,1980,
26613,ESP,1920,
26614,ESP,1920,
26615,ESP,2016,
26616,FRA,1932,
26617,USA,1960,Gold
26618,BOT,2016,
26619,CAN,1984,
26620,CAN,1984,
26621,CAN,1984,
26622,CAN,1984,
26623,CAN,1984,
26624,CAN,1984,
26625,HUN,1972,Bronze
26626,HUN,1976,
26627,AUT,1988,
26628,NED,1964,
26629,USA,1996,Gold
26630,USA,1996,
26631,USA,1996,Gold
26632,FRG,1984,
26633,FRG,1988,
26635,ARG,1960,
26636,SUI,2000,
26637,SUI,2000,
26638,FRG,1976,
26639,GER,1936,
26640,ITA,1992,
26641,ITA,1996,
26642,CAN,1964,
26652,AUT,1936,
26653,AUT,1936,
26655,BEL,2012,
26656,BEL,2016,
26657,ITA,1976,
26659,BEL,1924,
26660,CAN,1984,
26661,CAN,1984,
26662,SUI,1988,
26663,SUI,1988,
26664,ITA,1920,Gold
26665,ITA,1924,
26666,SUI,1936,
26667,SUI,1948,
26668,USA,1976,
26669,USA,1976,Silver
26670,USA,1976,Gold
26675,ITA,2000,
26676,SUI,2008,
26677,ITA,1908,
26678,RSA,2004,
26679,RSA,2008,
26680,SUR,1976,
26681,ITA,1920,
26698,MAR,2012,
26699,TUN,1984,
26700,MAR,1964,
26701,GER,2004,
26702,ALG,2000,
26703,ALG,2004,
26704,FRA,1996,
26705,FRA,2000,
26706,TUN,2004,
26707,TUN,2004,
26708,TUN,2004,
26709,TUN,2004,
26710,TUN,2004,
26711,TUN,2004,
26712,TUN,2004,
26713,TUN,2012,
26714,MAR,1988,
26715,ALG,1996,
26716,ALG,1988,
26717,ALG,1996,
26718,ALG,2016,
26719,MAR,1996,
26720,FRA,1900,
26721,TUN,1996,
26722,MAR,1960,
26723,MAR,1968,
26724,FRA,1936,
26725,TUN,2008,
26726,TUN,2012,
26727,TUN,2016,Bronze
26728,FRA,1984,
26729,FRA,1984,Bronze
26730,MAR,1960,
26731,TCH,1936,
26732,TCH,1936,
26733,MAR,1972,
26734,FRA,2008,
26735,ALG,2004,
26738,ALG,1988,
26739,MAR,1968,
26740,CAN,2016,
26741,CAN,2000,
26749,CAN,2016,
26750,CAN,2016,
26751,CAN,2016,
26752,CAN,2016,
26753,FRA,1924,
26754,CAN,2016,
26755,CAN,2016,
26765,USA,2000,
26766,FRA,1928,Gold
26767,ALG,1988,
26769,CAN,1968,
26770,NZL,2004,
26784,FRA,1988,
26785,FRA,1988,
26786,FRA,1988,
26787,FRA,1988,
26788,FRA,1988,
26789,FRA,1992,
26790,FRA,1992,
26791,FRA,1992,
26792,FRA,1992,
26793,FRA,1992,
26794,FRA,1992,
26795,CAN,1996,
26796,CAN,2000,
26797,FRA,1988,
26798,FRA,1948,
26801,FRA,1984,Bronze
26802,FRA,1988,
26803,FRA,1992,
26804,FRA,2016,
26805,FRA,1920,Bronze
26806,FRA,1956,
26807,FRA,1956,
26808,FRA,1948,
26809,ALG,2016,
26810,ALG,1984,
26811,IRL,1964,
26812,IRL,1964,
26813,IRL,1964,
26814,IRL,1968,
26815,IRL,1968,
26816,IRL,1968,
26817,IRL,1968,
26818,IRL,1968,
26819,IRL,1972,
26820,IRL,1972,
26821,FRA,1900,
26822,FRA,1964,
26823,FRA,1964,
26824,FRA,1964,
26825,FRA,1964,
26826,FRA,1964,
26827,FRA,1964,
26828,FRA,1964,
26829,FRA,1968,
26830,FRA,1968,
26831,FRA,1968,
26832,FRA,1968,
26833,FRA,1968,
26834,FRA,1968,
26835,FRA,1968,
26836,FRA,1972,
26837,FRA,1972,
26838,FRA,1976,
26839,FRA,1976,
26840,MAR,2004,
26841,MAR,2008,
26842,GAB,1992,
26843,BEL,2000,
26844,BEL,2012,
26845,BEL,2012,
26846,BEL,1920,Gold
26847,BEL,1920,Gold
26848,FRA,1900,Gold
26849,FRA,1900,
26850,GRE,2004,
26851,FRA,2016,
26852,TUN,1992,
26853,FRA,1964,Silver
26854,FRA,1968,
26855,MAR,2004,
26856,CAN,2008,
26857,FRA,2016,
26858,MEX,1948,
26859,FRA,1920,
26860,BEL,1948,
26861,TUN,1972,
26862,USA,2008,
26863,USA,2008,
26864,USA,2012,Gold
26865,USA,2012,Bronze
26866,USA,2016,Bronze
26867,USA,2016,Silver
26868,FRA,2016,
26869,ALG,2016,
26870,ALG,2004,
26871,ALG,2004,
26872,ALG,2016,
26873,FRA,1988,Silver
26874,FRA,1980,
26875,FRA,1984,
26876,CAN,2008,
26877,CAN,2008,
26878,CAN,2012,
26879,CAN,2012,
26880,CAN,1996,
26883,NED,1988,
26884,NED,1992,Silver
26885,CUB,2008,
26886,CGO,2016,
26887,GAB,1988,
26888,FRA,1988,
26889,FRA,1992,
26890,FRA,1996,
26891,ALG,2016,
26892,ALG,2016,
26893,ALG,2016,
26894,ALG,2016,
26895,FRA,1960,
26896,FRA,1964,
26897,FRA,1912,
26898,FRA,1968,
26899,GBR,1906,Silver
26900,GBR,1906,
26901,GBR,1906,
26902,GBR,1906,
26903,GBR,1908,
26904,TUN,1984,
26905,TUN,2012,
26906,TUN,2016,
26907,CAN,1936,
26908,CAN,1936,
26910,GRE,2000,
26911,FRA,1900,Silver
26912,FRA,1900,
26913,FRA,1932,
26914,FRA,1932,Gold
26915,FRA,1936,Silver
26916,FRA,1948,
26917,FRA,1948,Gold
26918,FRA,1952,
26919,FRA,1952,
26920,ALG,2008,
26921,ALG,1992,
26922,ALG,1996,
26923,MAR,2004,
26924,MAR,2008,
26925,MAR,2008,
26926,FRA,1906,
26927,FRA,1906,
26928,FRA,2012,
26929,FRA,2016,
26930,FRA,2008,
26931,FRA,2008,
26932,FRA,2008,
26933,FRA,2008,Silver
26934,FRA,2008,
26935,FRA,2008,
26936,FRA,2008,
26937,FRA,2008,
26938,ALG,1988,
26939,ALG,1988,
26940,FRA,2000,
26941,MAR,1992,
26942,FRA,2016,
26943,CAF,2012,
26944,CAF,2016,
26945,FRA,1948,
26946,FRA,1908,
26947,FRA,1908,Bronze
26948,FRA,1912,Silver
26949,FRA,1912,
26950,FRA,1952,Silver
26953,ALG,2004,
26954,ALG,2008,
26955,ALG,2008,
26956,ALG,2012,
26957,GRE,1992,
26958,GRE,1996,
26959,GRE,2000,
26960,GRE,2004,
26961,GRE,2012,
26962,TOG,2004,
26963,TOG,2008,Bronze
26964,TOG,2012,
26965,EGY,1936,
26966,EGY,1936,
26967,FRA,1948,
26968,ALG,2000,
26969,ALG,2004,
26970,ALG,2008,
26971,TUN,1984,
26972,MAR,2016,
26973,CRT,1906,
26974,MAR,1996,
26975,MAR,2000,
26976,MAR,1996,Bronze
26977,FRA,1900,
26978,FRA,2004,
26979,FRA,1952,
26980,FRA,1900,
26981,BEL,1936,
26982,FRA,1920,Bronze
26983,PER,1960,
26984,FRA,1968,
26985,CAN,1976,
26986,FRA,1900,
26987,ALG,1996,
26988,FRA,1900,Bronze
26989,FRA,1912,
26990,USA,1924,
26991,USA,1924,
26992,FRA,2000,
26993,GAB,1996,
26994,FRA,1960,
26995,FRA,1960,
26996,FRA,2012,
26997,FRA,1912,
26998,URU,1948,
26999,FRA,1900,
27000,ALG,1988,
27001,ALG,1988,
27002,ALG,1992,Gold
27003,ALG,1996,
27004,FRA,1900,
27005,FRA,1992,
27006,CAN,2004,
27007,ALG,2012,
27008,ALG,2016,
27009,FRA,1968,
27010,HUN,2004,
27011,HUN,2004,
27012,HUN,2008,
27013,CAN,1932,Bronze
27014,GBR,1964,
27015,GBR,1968,
27016,AUS,2000,
27017,FRA,2016,
27018,NED,2008,
27019,NED,1924,
27020,NED,1924,Bronze
27021,NED,1912,Bronze
27022,BEL,1920,
27023,GRE,1906,
27024,NED,1920,
27025,FRA,2012,
27026,FRA,2012,
27027,FRA,2012,
27028,FRA,2012,
27029,GRE,2008,
27031,FRA,1908,
27032,FRA,1920,
27033,TUN,1972,
27034,ALG,1992,
27035,ALG,2016,
27036,LAO,1980,
27037,LAO,1980,
27038,ALG,1984,
27039,CAN,1920,
27040,CAN,1920,
27041,CAN,1920,
27042,CAN,1920,
27043,CAN,1920,
27044,GBR,1924,
27045,GRE,1988,
27046,GRE,1976,
27047,GRE,1980,Bronze
27048,GRE,1984,
27049,GRE,1988,
27050,GRE,1992,
27051,GRE,1996,
27052,MAR,2012,
27053,MAR,2016,
27054,BEL,1996,
27055,FRA,1980,
27056,FRA,1980,
27057,FRA,1980,
27058,FRA,1980,
27059,FRA,1980,
27060,FRA,1980,
27061,FRA,1980,
27062,FRA,1980,
27063,FRA,1920,
27064,FRA,1924,
27065,FRA,1992,
27066,FRA,1992,
27067,ALG,2000,
27068,FRA,1924,
27069,FRA,1924,
27070,FRA,1924,
27071,FRA,1924,
27072,FRA,1924,
27073,FRA,1924,
27074,FRA,1924,
27075,FRA,1924,
27076,FRA,1924,
27077,FRA,1924,
27078,FRA,1924,
27079,FRA,1924,
27080,FRA,1924,
27081,MAR,2008,
27082,MAR,2012,
27083,FRA,1996,Gold
27084,FRA,2000,
27085,ALG,2016,
27086,CAN,1976,
27089,CAN,1976,
27090,FRA,1972,
27093,FRA,1924,
27094,CAN,1992,
27095,FRA,1968,
27096,FRA,1968,
27097,FRA,1968,
27098,FRA,1968,
27099,FRA,1968,
27100,FRA,1968,
27101,PAR,1992,
27102,ARG,1964,
27103,FRA,1984,
27104,FRA,1988,
27105,FRA,1992,
27106,FRA,1992,
27107,FRA,1992,
27108,GRE,1992,
27109,GRE,1996,
27110,USA,1992,Silver
27111,ALG,1984,
27112,ALG,1988,
27113,FRA,2016,
27114,FRA,1988,
27115,FRA,1988,Bronze
27116,FRA,1992,
27117,FRA,1992,Bronze
27118,FRA,2016,
27119,FRA,2004,
27120,FRA,2004,
27121,FRA,2004,Bronze
27122,FRA,2008,Bronze
27123,FRA,2008,Silver
27124,FRA,2012,
27125,FRA,2012,
27126,BEL,1948,
27127,BEL,1948,
27132,BEL,1952,
27136,CAN,1996,
27137,CAN,2000,
27138,USA,1928,
27139,FRA,1924,
27144,FRA,1924,
27145,FRA,1900,
27146,FRA,1900,
27147,ALG,2016,
27148,ALG,2016,
27149,ALG,2016,
27150,ALG,2016,
27151,ALG,2016,
27152,ALG,2016,
27153,BEL,1920,Bronze
27154,MAR,2000,
27155,MAR,2004,
27156,SEN,2016,
27157,ALG,2012,
27158,AUS,1948,
27159,AUS,1948,
27160,NZL,2012,
27161,AUS,1992,
27162,LUX,1948,
27163,USA,1948,
27164,USA,1948,Gold
27165,CAN,1924,
27166,GBR,1980,
27167,GBR,1984,
27168,GBR,1988,
27169,GBR,1992,
27170,GBR,1996,
27171,CAN,1928,
27172,CAN,1928,Bronze
27173,CAN,1928,
27174,CAN,1932,
27175,CAN,1932,
27176,CAN,1932,
27177,CAN,1936,
27178,CAN,1936,
27179,CAN,1936,
27180,GBR,1912,Silver
27184,GBR,1968,
27185,GBR,1972,
27186,GBR,1972,
27187,GBR,1976,
27188,GBR,1976,
27189,GBR,2004,
27190,GBR,2008,
27196,GRE,2008,
27197,FRA,1964,
27198,FRA,1964,Bronze
27199,FRA,1968,
27200,FRA,1968,
27206,FRA,1980,
27207,SUI,1928,Gold
27208,ALG,2016,
27209,FRA,1964,
27210,FRA,1972,
27211,CAN,2004,
27212,FRA,1900,
27217,TUN,1972,
27218,TUN,1988,
27219,TUN,1984,
27220,TUN,1988,
27221,FRG,1984,
27222,USA,1956,Gold
27223,TCH,1968,
27224,BEL,1952,
27225,TUN,1988,
27226,TUN,2000,
27227,FRA,1920,Silver
27228,FRA,1924,Silver
27229,FRA,2000,
27230,FRA,2000,
27231,FRA,2004,
27232,FRA,2004,
27233,FRA,2004,
27234,FRA,2004,
27235,FRA,2004,
27236,FRA,2008,Silver
27237,FRA,2008,
27238,FRA,2016,
27239,ALG,2000,
27240,TUN,2004,
27241,FRA,1992,Bronze
27242,ALG,1984,
27243,ALG,1988,
27244,FRA,1924,
27245,FRA,1984,
27246,FRA,1984,
27247,FRA,1900,
27248,GAB,1996,
27249,GAB,1996,
27250,GAB,2000,
27251,GAB,2000,
27252,GAB,2012,
27253,GBR,1920,
27254,FRA,1976,
27255,FRA,1976,
27256,FRA,1976,
27257,FRA,1976,
27258,FRA,1976,
27259,FRA,1976,
27260,FRA,1976,
27261,FRA,1976,
27262,FRA,1980,
27263,FRA,1980,
27264,FRA,1980,
27265,FRA,1980,
27266,FRA,1980,
27267,FRA,1980,
27268,FRA,1980,
27269,FRA,1980,
27270,FRA,1984,
27271,FRA,1984,
27272,FRA,1984,
27273,FRA,1984,
27274,FRA,1984,
27275,FRA,1984,
27276,FRA,1984,
27277,FRA,1984,
27278,FRA,1924,
27279,MAR,1988,Gold
27280,MAR,1992,
27281,MAR,1992,
27282,FRA,1952,
27283,SUI,1992,
27284,NED,2008,
27285,FRA,1976,
27286,FRA,1976,
27287,FRA,1976,
27288,FRA,1976,
27289,FRA,1976,
27290,FRA,1976,
27291,FRA,1976,
27292,FRA,1976,
27303,FRA,1948,Bronze
27304,FRA,1952,
27305,AHO,1964,
27306,AHO,1968,
27307,NED,1912,Bronze
27308,FRA,1936,
27309,FRA,1948,
27310,FRA,1984,
27311,FRA,1984,
27313,FRA,1948,
27317,FRA,2012,
27318,FRA,2016,
27319,FRA,1908,
27322,FRA,1988,
27323,FRA,1992,
27324,FRA,1924,
27337,SUI,1992,
27338,SUI,1996,
27339,SGP,2000,
27340,SGP,2000,
27341,SGP,2004,
27343,BEL,1968,
27344,BEL,1972,
27345,NED,1912,Bronze
27346,NED,2012,Bronze
27347,NED,2016,Silver
27348,BEL,1920,
27349,NED,1900,
27350,NED,1900,Bronze
27351,NED,1900,
27352,NED,1900,
27353,NED,1900,
27354,NED,1900,
27355,NED,1900,
27356,NED,1920,
27357,NED,1920,
27358,NED,1920,
27359,NED,1920,
27360,NED,1920,
27361,NED,1920,
27362,NED,1920,
27363,NED,1920,
27364,NED,1920,
27365,NED,1920,
27366,NED,1920,
27367,NED,1920,
27368,NED,1920,
27369,NED,1920,
27370,NED,1920,
27371,NED,1920,
27372,NED,1924,
27373,NED,1948,Bronze
27374,NED,1960,
27375,NED,1984,
27378,NED,2012,Silver
27379,NED,2016,Gold
27380,ALG,2016,
27381,MAR,1984,
27382,URU,1996,
27383,SEN,2012,
27384,SEN,2016,
27385,MEX,2000,
27387,ALG,1996,
27388,ALG,1980,
27389,ALG,2004,
27390,ALG,1996,
27391,TUN,1960,
27392,TUN,1960,
27393,GRE,2004,
27394,FRA,1980,
27395,FRA,1980,
27396,FRA,1984,
27397,FRA,1984,Bronze
27398,FRA,1988,
27399,FRA,1988,
27400,FRA,1992,
27401,FRA,1992,
27402,ARG,1948,
27403,NED,1988,Bronze
27404,NED,1992,
27405,NED,1996,Gold
27406,TTO,2000,
27407,TTO,2000,
27408,TTO,2000,
27409,TTO,2004,
27410,TTO,2004,
27411,TTO,2004,Bronze
27412,TTO,2008,
27413,TTO,2008,
27414,TTO,2012,
27415,TTO,2012,
27416,TTO,2016,
27417,TTO,2008,
27418,NOR,2004,
27419,NOR,2008,
27420,URS,1968,Silver
27421,GBR,1924,
27422,FRA,1920,
27423,ITA,1992,Gold
27424,ITA,1996,Bronze
27425,ITA,2004,Bronze
27427,ITA,1996,Silver
27428,ITA,2008,
27429,ITA,1968,
27430,BEL,1920,
27431,USA,1956,
27432,GBR,1900,
27433,GBR,2000,
27436,AUS,2016,
27437,AUS,2016,
27438,USA,1936,
27439,GBR,1924,
27440,GBR,1924,
27441,GBR,1924,
27442,GBR,1924,
27443,AUS,1964,
27444,GBR,2000,
27449,USA,1988,Silver
27450,USA,2016,
27451,AUS,2000,
27452,NZL,2016,
27453,USA,1984,Gold
27454,NZL,1992,
27455,NZL,1992,
27461,AUS,2008,Bronze
27462,AUS,1964,
27463,AUS,1964,
27464,AUS,1968,
27465,AUS,1968,
27466,AUS,1968,
27467,GBR,1900,Gold
27470,CAN,1984,
27471,CAN,1984,
27472,CAN,1988,
27473,CAN,1988,
27474,CAN,1992,
27475,CAN,1992,
27476,CAN,2000,
27477,CAN,2000,
27478,GBR,1948,
27480,CAN,1992,
27481,CAN,1992,
27483,USA,2016,Silver
27484,USA,2016,Bronze
27485,USA,2016,Gold
27486,AUS,2016,
27487,GBR,1956,Silver
27488,GBR,1992,
27489,GBR,1992,
27490,GBR,1992,
27491,GBR,1992,
27492,GBR,1992,
27493,GBR,1992,
27494,GBR,1992,
27495,GBR,1992,
27496,CAN,1908,
27497,GBR,1980,
27498,GBR,1920,
27499,USA,1924,
27502,USA,2000,
27505,USA,1920,
27506,USA,1920,
27507,GBR,1984,
27508,USA,1928,
27509,USA,1932,
27510,GBR,2000,
27511,GBR,2004,
27512,USA,1912,
27513,USA,1912,
27514,USA,1912,
27515,AUS,1988,Gold
27516,AUS,1992,
27517,USA,2000,
27518,USA,2004,
27519,USA,2008,Silver
27520,RSA,2000,
27521,RSA,2004,
27522,AUS,1972,
27523,USA,2012,
27524,CAN,2016,
27525,CAN,1992,
27526,ESP,2004,
27527,GBR,1956,
27528,GBR,1956,
27529,NZL,2008,
27530,FRG,1968,
27531,FRG,1968,
27532,FRG,1968,
27533,FRG,1972,
27534,FRG,1972,
27535,FRA,1968,
27536,FRA,1972,
27537,FRA,1976,
27538,FRA,1984,
27539,GBR,1984,
27540,GBR,1988,
27541,GBR,1992,
27542,NED,1972,
27543,GBR,1980,
27544,GBR,1984,
27545,GBR,1988,
27546,USA,1996,Gold
27547,USA,2004,Gold
27548,USA,2008,Gold
27549,USA,2012,Gold
27550,GER,2008,
27551,GER,2008,
27552,GER,2008,
27553,GER,2008,
27554,GER,2008,
27555,GER,2008,
27556,GER,2008,
27557,GER,2012,
27558,GER,2012,
27559,GER,2012,
27560,GER,2012,
27561,GER,2012,
27562,GER,2012,
27563,GER,2012,
27564,ANG,1988,
27565,GER,1960,
27566,GER,1964,Silver
27567,GDR,1968,
27568,FRA,1988,
27569,BUL,1972,
27570,BUL,2004,
27571,BUL,2008,
27572,BUL,1964,
27576,BUL,1968,
27591,RUS,2008,
27592,RUS,2008,
27596,AUS,1948,
27597,IRL,2012,
27598,IRL,2016,
27599,USA,1924,
27600,USA,1924,
27601,GBR,1936,
27602,GBR,1936,
27603,AUS,2012,
27604,AUS,1984,
27605,AUS,1968,
27606,BUL,1976,
27607,BUL,1980,
27608,CAN,1968,
27609,GBR,1948,
27610,AUS,2008,
27611,AUS,2012,
27612,AUS,2016,
27613,USA,1936,
27614,USA,1948,
27615,AUS,1996,Bronze
27616,AUS,2000,Silver
27617,CAN,2016,
27618,AUS,2004,
27619,PAN,1968,
27620,GBR,1956,
27621,USA,1956,Gold
27622,CAN,2008,
27623,GBR,1988,
27624,GBR,1988,
27625,GBR,1988,
27626,NED,2008,
27627,AUS,2008,
27628,AUS,1924,
27629,AUS,1924,
27630,AUS,1924,
27631,USA,2008,Bronze
27632,USA,1984,
27633,CAN,1904,Silver
27634,CAN,1912,
27635,AUS,1972,
27636,AUS,1976,
27640,AUS,2000,
27641,USA,1904,
27642,CAN,1964,
27643,AUS,1948,
27652,SEN,1988,
27653,GHA,1972,
27654,DEN,1964,
27655,SEN,1980,
27656,SEN,1980,
27657,ARG,1976,
27658,ARG,1976,
27659,FRA,1972,
27660,USA,1988,Silver
27661,FRA,1920,
27662,FRA,1924,
27663,FRA,1900,
27664,FRA,2016,
27665,FRA,2016,
27666,FRA,2016,
27669,CAN,1996,Silver
27670,GBR,1960,
27671,GBR,1980,
27672,AUS,1956,Bronze
27673,AUS,1964,
27674,RUS,1996,
27675,RUS,1996,
27676,RUS,2000,
27677,RUS,2000,
27678,RUS,2004,
27679,RUS,2008,Gold
27684,USA,1920,
27686,GBR,1924,
27687,IRL,1948,
27688,GBR,1988,
27689,AUS,1964,
27690,NZL,2008,
27691,NZL,2012,
27692,NZL,2012,
27693,NZL,2016,
27694,NZL,2016,
27695,AUS,1968,
27696,AUS,1968,Silver
27697,AUS,1968,
27698,AUS,1972,Silver
27699,AUS,1972,Silver
27700,AUS,1972,
27701,AUS,1972,
27702,AUS,1976,
27703,AUS,1976,
27704,AUS,1976,
27705,GBR,1908,Bronze
27706,NZL,1992,
27707,AUS,1976,
27709,CAN,1992,
27710,CAN,1996,
27711,CAN,1992,
27712,USA,1924,Bronze
27713,CAN,1968,
27714,CAN,1968,
27715,CAN,1972,
27716,CAN,1972,
27717,CAN,1976,
27718,NOR,1952,
27719,NOR,1952,
27720,NOR,1956,Bronze
27721,VEN,1964,
27722,VEN,1968,
27723,DEN,1972,
27725,PER,1984,
27726,PER,1996,
27727,PER,1980,
27728,PER,1984,Silver
27729,PER,1988,
27730,PER,1992,
27731,PER,1996,
27732,PER,1996,
27733,PER,2000,
27734,PER,2004,
27735,PER,2004,
27736,PER,2016,
27737,ROU,1980,
27738,KAZ,2012,
27739,TUR,1952,
27740,TCH,1924,
27741,POL,1960,
27743,USA,1972,
27744,USA,1976,
27745,USA,1976,
27746,UKR,1996,
27749,BUL,2016,
27750,BUL,1988,
27751,BUL,1988,
27755,BUL,2000,
27756,BUL,2004,
27757,BUL,1992,Silver
27758,BUL,1996,Gold
27759,BUL,1952,
27760,BUL,1956,Bronze
27762,BUL,1972,
27763,BUL,1980,
27764,BUL,1980,Bronze
27765,SLO,2008,
27766,SLO,2012,
27767,SLO,1992,
27768,SLO,2012,
27769,SLO,2016,
27771,YUG,1960,
27772,AUS,1988,
27773,TUR,1964,
27777,FRA,2000,
27784,FRA,1952,Silver
27785,FRA,1956,
27791,TJK,2008,
27792,AUT,1992,
27793,AUT,2000,
27794,HUN,1936,Gold
27803,HUN,2008,
27804,HUN,1952,Gold
27805,ITA,1920,
27806,ITA,1920,Gold
27807,ITA,1908,
27808,ITA,1956,Bronze
27809,ITA,1952,
27814,ARG,1956,
27815,ITA,2016,
27816,ITA,1952,
27817,ITA,1952,
27818,ITA,1952,
27819,ITA,1952,
27820,ITA,1952,
27821,ITA,1952,
27822,ITA,1952,
27837,DEN,1912,Silver
27842,NOR,1920,Silver
27858,DEN,1968,
27859,DEN,1972,
27860,DEN,1972,
27861,DEN,1972,
27863,DEN,1932,
27864,DEN,2016,
27865,DEN,1932,
27866,NOR,1972,
27867,NOR,1976,
27868,DEN,1972,
27869,DEN,1976,
27870,DEN,1996,Gold
27871,DEN,2000,Gold
27872,NOR,1908,Silver
27873,NOR,1912,Bronze
27874,NOR,1920,Silver
27886,NED,1908,
27887,NED,1908,
27888,NED,1908,
27889,NED,1976,
27890,NED,1976,
27891,NED,1976,
27892,NED,1976,
27893,NED,1976,
27894,NED,1976,
27895,NED,2012,
27896,NED,2016,
27897,NED,1948,Bronze
27898,NED,1952,
27899,NED,2004,
27901,NOR,1906,Silver
27902,NOR,1906,
27903,NOR,1906,
27904,NOR,1906,
27905,NOR,1908,
27906,NOR,1908,Gold
27907,NOR,1912,
27908,NOR,1912,
27909,NOR,1968,
27910,NOR,1968,
27911,NOR,1968,
27912,NOR,1968,
27913,NOR,1968,
27914,NOR,1968,
27915,GBR,2000,Bronze
27916,GBR,2004,
27917,GBR,2008,Bronze
27918,GBR,2008,Gold
27919,GBR,2012,
27920,TCH,1972,
27921,TCH,1972,
27922,TCH,1976,
27923,ESP,1972,
27924,ESP,1980,
27925,TCH,1972,
27926,TCH,1976,
27927,TCH,1980,
27928,USA,1988,
27929,ITA,1988,
27930,ITA,1992,
27931,ITA,1996,Silver
27932,ITA,2000,Bronze
27933,ITA,1932,Silver
27934,ITA,2012,
27935,ITA,2012,
27936,GBR,1992,
27937,GBR,1996,
27938,GBR,1924,
27939,USA,1976,
27940,PUR,1992,
27941,PUR,1988,
27942,GBR,1992,
27943,GBR,1992,
27944,USA,1928,
27945,ESP,2016,
27949,SUI,1964,
27950,GER,1904,Gold
27951,GER,1904,Silver
27952,USA,2000,
27953,USA,1920,
27954,USA,1920,Gold
27955,USA,1920,Silver
27956,USA,1932,
27957,ARG,1976,
27958,ARG,1976,
27959,BRA,1948,
27964,USA,2016,
27965,TCH,1976,
27966,GBR,1992,
27967,GBR,1996,
27968,GBR,1996,
27980,CAN,1952,
27981,JAM,1976,
27982,JAM,1976,
